step,local_step,train_loss,train_accuracy,heldout_measured,test_loss,test_loss64,test_accuracy,train_below_0_90,joint_failure,elapsed_seconds
15280,280,2.538877481583768e-07,1.0,False,,,,False,False,28.841270459117368
15290,290,2.5668902026154683e-07,1.0,False,,,,False,False,29.807307375129312
15300,300,2.5413675075469655e-07,1.0,True,0.00034371716901659966,0.000343769727069451,1.0,False,False,30.89739229204133
15310,310,2.538877481583768e-07,1.0,False,,,,False,False,31.891031374922022
15320,320,2.553194917709334e-07,1.0,False,,,,False,False,32.95686491695233
15330,330,2.543857533510163e-07,1.0,False,,,,False,False,34.04325475008227
15340,340,2.577783959623048e-07,1.0,False,,,,False,False,35.17036437499337
15350,350,2.607975204682589e-07,1.0,False,,,,False,False,36.352875125128776
15360,360,2.6104652306457865e-07,1.0,False,,,,False,False,37.56212558411062
15370,370,2.636610361150815e-07,1.0,False,,,,False,False,38.76533908396959
15380,380,2.654040542893199e-07,1.0,False,,,,False,False,39.95983329205774
15390,390,2.637855516240961e-07,1.0,False,,,,False,False,41.16832695901394
15400,400,2.6503053618398553e-07,1.0,True,0.00033316013286821544,0.00033321187342096346,1.0,False,False,42.474730958929285
15410,410,2.660887901129172e-07,1.0,False,,,,False,False,43.67717383406125
15420,420,2.6829869170796883e-07,1.0,False,,,,False,False,44.868753666989505
15430,430,2.728740753354941e-07,1.0,False,,,,False,False,46.05534616694786
15440,440,2.71597940582069e-07,1.0,False,,,,False,False,47.204592749942094
15450,450,2.728740753354941e-07,1.0,False,,,,False,False,48.34029716695659
15460,460,2.755197101578233e-07,1.0,False,,,,False,False,49.45515754213557
15470,470,2.792235989090841e-07,1.0,False,,,,False,False,50.61950633395463
15480,480,2.7965936055807106e-07,1.0,False,,,,False,False,51.792174000060186
15490,490,2.824917544330674e-07,1.0,False,,,,False,False,52.95005316706374
15500,500,2.848572648872505e-07,1.0,True,0.000317729776725173,0.00031778103510435464,1.0,False,False,54.256908166920766
15510,510,2.863824022369954e-07,1.0,False,,,,False,False,55.440084292087704
15520,520,2.8532414830806374e-07,1.0,False,,,,False,False,56.589626542059705
15530,530,2.907399050400272e-07,1.0,False,,,,False,False,57.75971566699445
15540,540,2.910200294081733e-07,1.0,False,,,,False,False,58.96578158414923
15550,550,2.8887239977848367e-07,1.0,False,,,,False,False,60.24752304214053
15560,560,2.9914369292782794e-07,1.0,False,,,,False,False,61.45764799998142
15570,570,3.0446608434431255e-07,1.0,False,,,,False,False,62.65615679207258
15580,580,3.015714469256636e-07,1.0,False,,,,False,False,63.75857437495142
15590,590,3.088236155690538e-07,1.0,False,,,,False,False,64.91914599994197
15600,600,3.11749374759529e-07,1.0,True,0.00030814140336588025,0.0003081918960470931,1.0,False,False,66.07679729210213
15610,610,3.166671547205624e-07,1.0,False,,,,False,False,67.20749774994329
15620,620,3.1862802529758483e-07,1.0,False,,,,False,False,68.3043319999706
15630,630,3.2404381045125774e-07,1.0,False,,,,False,False,69.43100883392617
15640,640,3.2793445825518575e-07,1.0,False,,,,False,False,70.57630349998362
15650,650,3.3033109048119513e-07,1.0,False,,,,False,False,71.7541304170154
15660,660,3.3029996870936884e-07,1.0,False,,,,False,False,72.93886883393861
15670,670,3.1548438528261613e-07,1.0,False,,,,False,False,74.1486461670138
15680,680,2.738700857207732e-07,1.0,False,,,,False,False,75.09833979210816
15690,690,2.3841856489070778e-07,1.0,False,,,,False,False,76.23366458411328
15700,700,2.4037944967858493e-07,1.0,True,0.0003011971712112427,0.00030125426190885434,1.0,False,False,77.36989874998108
15710,710,2.5569300987626775e-07,1.0,False,,,,False,False,78.51034316699952
15720,720,2.57467121400623e-07,1.0,False,,,,False,False,79.57134470902383
15730,730,2.635053988342406e-07,1.0,False,,,,False,False,80.6067990839947
15740,740,2.6954367626785825e-07,1.0,False,,,,False,False,81.70872916700318
15750,750,2.752707075615035e-07,1.0,False,,,,False,False,82.92227541701868
15760,760,2.808732517678436e-07,1.0,False,,,,False,False,83.92043562512845
15770,770,2.862890084998071e-07,1.0,False,,,,False,False,85.04612008412369
15780,780,2.927008040387591e-07,1.0,False,,,,False,False,86.14424137515016
15790,790,2.9973506343594636e-07,1.0,False,,,,False,False,87.18544920906425
15800,800,3.062713460622035e-07,1.0,True,0.00031293396023102105,0.0003129846768280985,1.0,False,False,88.35673337499611
15810,810,3.104732400061039e-07,1.0,False,,,,False,False,89.51713391696103
15820,820,2.996728198922938e-07,1.0,False,,,,False,False,90.61865629209206
15830,830,2.6752056214718323e-07,1.0,False,,,,False,False,91.6635797501076
15840,840,2.2341625083299732e-07,1.0,False,,,,False,False,92.69344754214399
15850,850,1.7168626698094158e-07,1.0,False,,,,False,False,93.88770362501964
15860,860,1.1765302332378269e-07,1.0,False,,,,False,False,95.18415058404207
15870,870,8.123660677483713e-08,1.0,False,,,,False,False,96.45095287496224
15880,880,9.119665378420905e-08,1.0,False,,,,False,False,97.63162412494421
15890,890,1.1690602264025074e-07,1.0,False,,,,False,False,98.80553545895964
15900,900,1.187735279017943e-07,1.0,True,0.00033157033612951636,0.00033162072332933986,1.0,False,False,99.92813375010155
15910,910,1.2201054744309658e-07,1.0,False,,,,False,False,100.97026512492448
15920,920,1.264614439833167e-07,1.0,False,,,,False,False,102.08399191708304
15930,930,1.3131695197898807e-07,1.0,False,,,,False,False,103.27374587510712
15940,940,1.3365134066134488e-07,1.0,False,,,,False,False,104.33202475006692
15950,950,1.3757311023709917e-07,1.0,False,,,,False,False,105.52337575005367
15960,960,1.404677476557481e-07,1.0,False,,,,False,False,106.79643624997698
15970,970,1.4641264556303213e-07,1.0,False,,,,False,False,107.99303449993022
15980,980,1.474086559483112e-07,1.0,False,,,,False,False,109.20286562503316
15990,990,1.5506543604715262e-07,1.0,False,,,,False,False,110.37875175010413
16000,1000,1.5313567303110176e-07,1.0,True,0.00034214294282719493,0.00034219105333613677,1.0,False,False,111.59477591700852
16010,1010,1.6163284044523607e-07,1.0,False,,,,False,False,112.73763175006025
16020,1020,1.6623936005544238e-07,1.0,False,,,,False,False,113.87483929214068
16030,1030,1.7255776185720606e-07,1.0,False,,,,False,False,114.96031725010835
16040,1040,1.8849384275654302e-07,1.0,False,,,,False,False,116.03192820912227
16050,1050,2.1155756257940084e-07,1.0,False,,,,False,False,117.20051183411852
16056,1056,11.152029991149902,0.7007832898172324,True,11.9931640625,11.993163407272103,0.66327329678935,True,True,118.02323762513697
