branch,step,checkpoint,alpha,accuracy,family_power_share_non_dc,native_family_share,baseline_accuracy
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,1.899999976158142,1.0,0.9723338198768458,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,1.9500000476837158,1.0,0.9736975718782636,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.0,1.0,0.9749637389232125,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.049999952316284,1.0,0.9761413424152738,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.1000001430511475,1.0,0.977238395506167,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.1500000953674316,1.0,0.978262017599095,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.200000047683716,1.0,0.9792185779116293,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.25,1.0,0.9801137701824609,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.299999952316284,1.0,0.9809527004228051,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.3500001430511475,1.0,0.9817399614038004,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.4000000953674316,1.0,0.982479679036771,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.450000047683716,1.0,0.9831755877920054,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.5,1.0,0.9838310613942798,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.549999952316284,1.0,0.9844491566680938,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.6000001430511475,1.0,0.9850326511144775,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.6500000953674316,1.0,0.9855840624481038,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.700000047683716,1.0,0.9861056920127226,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.75,1.0,0.9865996369987444,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.799999952316284,1.0,0.9870678139999588,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.8500001430511475,1.0,0.9875119793417775,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.9000000953674316,1.0,0.9879337368797336,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,2.950000047683716,1.0,0.9883345650133463,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.0,1.0,0.9887158208237085,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.049999952316284,1.0,0.9890787535596667,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.0999999046325684,1.0,0.9894245147213028,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.1499998569488525,1.0,0.9897541670642255,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.200000047683716,1.0,0.9900686941193902,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.25,1.0,0.9903690014839732,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.299999952316284,1.0,0.9906559322912867,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.3499999046325684,1.0,0.9909302669680305,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.3999998569488525,1.0,0.9911927300123318,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.450000047683716,1.0,0.9914439958938217,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.5,1.0,0.9916846885841326,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.549999952316284,1.0,0.9919153926019733,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.5999999046325684,1.0,0.9921366516671433,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.6499998569488525,1.0,0.9923489730953096,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.700000047683716,1.0,0.9925528316294212,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.75,1.0,0.9927486682093842,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.799999952316284,1.0,0.9929368981839073,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.8499999046325684,1.0,0.9931179095559631,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.8999998569488525,1.0,0.993292065956212,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,3.950000047683716,1.0,0.9934597092376296,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.0,1.0,0.993621157964884,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.050000190734863,1.0,0.9937767144524265,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.099999904632568,1.0,0.9939266592864586,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.150000095367432,1.0,0.994071261373235,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.199999809265137,1.0,0.9942107684426555,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.25,1.0,0.9943454191683032,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.300000190734863,1.0,0.9944754347226957,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.349999904632568,1.0,0.9946010238805115,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.400000095367432,1.0,0.9947223872543425,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.449999809265137,1.0,0.9948397097878188,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.5,1.0,0.9949531707407406,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.550000190734863,1.0,0.9950629364232361,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.599999904632568,1.0,0.9951691643249684,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.650000095367432,1.0,0.9952720065641877,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.699999809265137,1.0,0.995371603403587,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.75,1.0,0.9954680915916498,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.800000190734863,1.0,0.9955615980896682,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.849999904632568,1.0,0.9956522434708843,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.900000095367432,1.0,0.9957401447778484,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,4.949999809265137,1.0,0.9958254099010797,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.0,1.0,0.9959081446298726,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.050000190734863,1.0,0.9959884472133907,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.099999904632568,1.0,0.9960664111996487,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.150000095367432,1.0,0.9961421278369954,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.199999809265137,1.0,0.9962156811799117,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.25,1.0,0.9962871541097162,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.300000190734863,1.0,0.9963566235969982,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.349999904632568,1.0,0.9964241631021223,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.400000095367432,1.0,0.9964898446182123,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.449999809265137,1.0,0.996553734390748,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.5,1.0,0.9966158981043095,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.550000190734863,1.0,0.9966763967363997,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.599999904632568,1.0,0.9967352886087789,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.650000095367432,1.0,0.9967926311435408,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.699999809265137,1.0,0.9968484771024568,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.75,1.0,0.9969028790901936,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.800000190734863,1.0,0.9969558859087385,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.849999904632568,1.0,0.9970075443265198,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.900000095367432,1.0,0.9970579006013925,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,5.949999809265137,1.0,0.9971069971618179,0.9068512453165477,0.9888793230056763
freeze,300000,checkpoints/depth4_matched_freeze_seed_0_from_126200_freeze/step_300000.pt,6.0,1.0,0.9971548765437831,0.9068512453165477,0.9888793230056763
